PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,Choi; J; Zarkar; S; Tatum; J; Rice; TR,,,,Choi; Joy; Zarkar; Satin; Tatum; Jasmine; Rice; Timothy R.,,,Asian International Students and Suicide in the United States,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,,,,[Choi; Joy] NYU; Sch Med; New York; NY USA; [Zarkar; Satin; Rice; Timothy R.] Icahn Sch Med Mt Sinai; New York; NY 10029 USA; [Tatum; Jasmine] Stanford Univ; Palo Alto; CA 94304 USA,Rice; TR (corresponding author); Babcock Bldg;5 West;1111 Amsterdam Ave; New York; NY 10025 USA.,Timothy.Rice@mountsinai.org,,,,,,10,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102155,10.1016/j.ajp.2020.102155,,,2,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300057,32408083,,,,05/12/2020
J,Chong; SC,,,,Chong; Seng Choi,,,Psychological impact of coronavirus outbreak on borderline personality disorder from the perspective of mentalizing model: A case report,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,,,,[Chong; Seng Choi] Univ Putra Malaysia; Serdang; Malaysia,Chong; SC (corresponding author); Univ Putra Malaysia; Serdang; Malaysia.,sengchoi@upm.edu.my,,Seng Choi; Chong/0000-0002-6085-1726,,,,5,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102130,10.1016/j.ajp.2020.102130,,,2,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300054,32361209,Green Published,,,05/12/2020
J,Dan; ZK,,,,Dan; Zhaokui,,,China adopts non-contact free consultation to help the public cope with the psychological pressure caused by new coronavirus pneumonia,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,,MENTAL-HEALTH,,[Dan; Zhaokui] Hubei Univ Sci & Technol; Clin Med Coll; Xianning 437100; Peoples R China,Dan; ZK (corresponding author); Hubei Univ Sci & Technol; Clin Med Coll; Xianning 437100; Peoples R China.,509852081@qq.com,,,Hubei University of Science and Technology [BK1415],This work is supported by the doctor initiated fund project of Hubei University of Science and Technology (BK1415). The funders had no role in study design; data collection and analysis; decision to publish; or preparation of the manuscript.,,5,1,1,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102093,10.1016/j.ajp.2020.102093,,,1,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300008,32305032,Green Published,,,05/12/2020
J,Das; S; Singh; A; Yadav; VS; Sharma; K; Reddy; SC; Sharma; S; Sharma; R; Singh; SM,,,,Das; Sauvik; Singh; Ajaypal; Yadav; Vikram Singh; Sharma; Kshitiz; Reddy; Sai Chaitanya; Sharma; Sunita; Sharma; Renu; Singh; Shubh Mohan,,,Innovative methods of improving mental health literacy in a rural setting,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,,,[Das; Sauvik; Singh; Ajaypal; Yadav; Vikram Singh; Sharma; Kshitiz; Reddy; Sai Chaitanya; Singh; Shubh Mohan] Postgrad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India; [Sharma; Sunita; Sharma; Renu] Natl Inst Nursing Educ; Chandigarh 160012; India,Singh; SM (corresponding author); Postgrad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India.,singh.shubhmohan@pgimer.edu.in,,,,,,6,1,1,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102037,10.1016/j.ajp.2020.102037,,,2,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300048,32334396,,,,05/12/2020
J,Eskandari; B; Pouretemad; H; Mousavi; M; Farahani; H,,,,Eskandari; Bahareh; Pouretemad; Hamidreza; Mousavi; Masoumeh; Farahani; Hojjatollah,,,Common elements of parent management training programs for preschool children with autism spectrum disorder,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Parent management training; Behavioral problems; Autism spectrum disorder; Preschool children,PERVASIVE DEVELOPMENTAL DISORDERS; CHALLENGING BEHAVIORS; FAMILY; CHILDHOOD; VALIDITY; INTERVENTIONS; ENVIRONMENTS,Parent management training is a general set of interventions used as a part of a variety of clinical approaches to reduce behavioral problems of children. These behavioral problems in children with special needs (such as autism spectrum disorder) take a more complex form. The objective is to present elements; needed to develop parent management training program to reduce behavioral problems in preschool children with autism spectrum disorder. At first; all parent management training programs for reducing behavioral problems of preschool children were collected. Subsequently; all programs were reviewed from the perspective of having a systematic review or meta-analysis; confirming the effectiveness of this program at preschool age. After that; interviews with experts and parents were conducted to identify effective elements on development of this program. In the next step; a set of components was obtained using information about parent management training programs as well as items obtained from interviews with experts and parents. At this stage; 10 experts were asked to rate the items according to their importance using the Delphi method. The items that achieved the required scores were introduced as main items. The number of them was 13 and included items such as full assessment of the child and appropriate communication with the child. Considering the characteristics of children with autism spectrum disorder will require changes in some parts of parent management training program; therefore; it is necessary to develop a specific program for these children to cover all of their characteristics.,[Eskandari; Bahareh] Shahid Beheshti Univ; Tehran; Iran; [Pouretemad; Hamidreza] Shahid Beheshti Univ; Inst Cognit & Brain Sci; Tehran; Iran; [Mousavi; Masoumeh] Shahid Beheshti Univ; Fac Psychol & Educ Sci; Dept Psychol; Tehran; Iran; [Farahani; Hojjatollah] Tarbiat Modares Univ; Fac Humanities; Dept Psychol; Tehran; Iran,Pouretemad; H (corresponding author); Shahid Beheshti Univ; Inst Cognit & Brain Sci; Tehran; Iran.,h-pouretemad@sbu.ac.ir,,,,,,62,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102149,10.1016/j.ajp.2020.102149,,,8,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300044,32442878,,,,05/12/2020
J,Gamage; N; Senanayake; S; Kumbukage; M; Mendis; J; Jayasekara; A,,,,Gamage; Nilanga; Senanayake; Sameera; Kumbukage; Mahesh; Mendis; Jayan; Jayasekara; Ajith,,,The prevalence of anxiety and its association with the quality of life and illness severity among bipolar affective disorder patients in a developing country,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Bipolar affective disorder; Anxiety; Quality of life; Sri Lanka,GENDER-DIFFERENCES; COMORBIDITY; ONSET; AGE,The objective of the study was to determine the prevalence of anxiety symptoms and describe the association with illness severity; quality of life (QOL) and current medications among patients with BPAD who are currently in remission. A descriptive cross-sectional study conducted among outpatient clinic patients at the University Professorial Unit of University of Ruhuna; Sri Lanka. The study population consisted of patients diagnosed with BPAD and who are currently in remission. Anxiety symptoms among BPAD patients were assessed using the DASS-21 anxiety subscale and QOL was assessed using WHOQoL-BREF. Medications and severity of illness related information were gathered from both the patent and from their medical records. The study population consisted of 145 patients. The prevalence of anxiety among patients with BPAD who are currently in remission was 48.3 % (95 %CI 40.0-56.6). Multiple logistic regression revealed that being anxious was independently associated with currently not being married (aOR 2.92) and currently not being employed (aOR 2.1). Presence of anxiety significantly reduced the QOL in all the domains. Having anxiety was significantly associated with having one or more relapses within the past three years (aOR 4.1); one or more hospital admissions within the past three years (aOR 6.1); needing more psychoactive medications to maintain a euthymic state (aOR 7.7); and one or more suicidal attempts in the past (aOR 6.5). Anxiety was highly prevalent among patients with BPAD. Those with anxiety experienced significantly lower QOL and were found to be having significantly high adverse outcomes from the disease.,[Gamage; Nilanga; Kumbukage; Mahesh; Mendis; Jayan] Minist Hlth Nutr & Indigenous Med; Colombo; Sri Lanka; [Senanayake; Sameera] Queensland Univ Technol; Brisbane; Qld; Australia; [Jayasekara; Ajith] Univ Ruhuna; Fac Med; Matara; Sri Lanka,Kumbukage; M (corresponding author); Minist Hlth Nutr & Indigenous Med; Colombo; Sri Lanka.,mpkumbukage@gmail.com,,Kumbukage; Mahesh/0000-0001-9685-6361; Senanayake; Sameera/0000-0002-5606-2046,,,,38,1,1,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102044,10.1016/j.ajp.2020.102044,,,6,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300027,32344280,,,,05/12/2020
J,Goswami; S; Beniwal; RP; Kumar; M; Bhatia; T; Gur; RE; Gur; RC; Khushu; S; Deshpande; SN,,,,Goswami; Seujee; Beniwal; Ram Pratap; Kumar; Mukesh; Bhatia; Triptish; Gur; Raquel E.; Gur; Ruben C.; Khushu; Subhash; Deshpande; Smita N.,,,A preliminary study to investigate resting state fMRI as a potential group differentiator for schizophrenia,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Schizophrenia; Resting state fMRI; Group differentiator; Functional connectivity; Brain areas,FUNCTIONAL CONNECTIVITY; DIAGNOSTIC INTERVIEW; COGNITIVE DYSMETRIA; BRAIN; ABNORMALITIES; CORTEX; GYRUS; DYSCONNECTIVITY; HALLUCINATIONS; METAANALYSIS,Schizophrenia (SZ) is found to be associated with dysconnectivity between the various regions of the brain. These aberrant connections in brain networks responsible for various mental processes in schizophrenia. We examined differences in functional connectivity among persons with SZ (n = 30) and an equal number of their unaffected relatives using resting state functional Magnetic Resonance Imaging (rsfMRI). Subjects were interviewed using the Diagnostic Interview for Genetic Studies (DIGS) and Family Interview for Genetic Studies (FIGS). Cognition was assessed using the Computerized Neuropsychological Battery (CNB) and Trail Making Tests A and B. The resting state functional data were acquired using 3.0 T Magnetic Resonance Imaging system and analysed using Statistical Package for the Social Sciences (SPSS) version 21 and FSL version 5.01 (FMRIB's) Software. The persons with SZ performed significantly worse on tasks of cognition and executive functioning. On rsfMRI; a significantly reduced connectivity was noted in the case group in right and left precentral gyri; right post central gyrus; right and left middle temporal gyrus; left paracingulate gyrus; anterior and posterior cingulate; right planum temporale; right pallidum; left cerebellum-6;7b and 8 lobules. Increased connectivity was noted between areas of right temporal pole and left hippocampus; posterior cingulate and the precuneus; right planum polare and right amygdala; right Heschl's gyrus and left posterior supramarginal gyrus; right amygdala with right insular cortex and left cerebellum 6 with bilateral postcentral gyrus in the same group. These differences in connectivity could be utilised as potential group differentiator for schizophrenia.,[Goswami; Seujee] Assam Med Coll & Hosp; Dept Psychiat; Dibrugarh; Assam; India; [Beniwal; Ram Pratap; Deshpande; Smita N.] Atal Bihari Vajpayee Inst Med Sci & Dr RML Hosp; Ctr Excellence Mental Hlth; Dept Psychiat; New Delhi; India; [Kumar; Mukesh; Khushu; Subhash] Inst Nucl Med & Allied Sci INMAS; NMR Res Ctr; Delhi; India; [Bhatia; Triptish] Atal Bihari Vajpayee Inst Med Sci & Dr RML Hosp; Ctr Excellence Mental Hlth; Dept Psychiat; Indo US Projects; New Delhi; India; [Gur; Raquel E.; Gur; Ruben C.] Univ Penn; Dept Psychiat; Philadelphia; PA 19104 USA,Beniwal; RP (corresponding author); ABVIMS Dr RML Hosp; Ctr Excellence Mental Hlth; Dept Psychiat & Drug Deaddict; Room 5; New Delhi; India.,seujeegoswami@gmail.com; beniwal_9@yahoo.co.in; mukeshcct@gmail.com; bhatiatriptish@yahoo.co.in; raquel@mail.med.upenn.edu; gur@mail.med.upenn.edu; skhushu@yahoo.com; smitadeshp@gmail.com,; /AAF-8189-2019,Beniwal; Ram Pratap/0000-0001-6762-3702; /0000-0001-7770-9657; Bhatia; Triptish/0000-0003-0544-9707,,,,52,1,1,1,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102095,10.1016/j.ajp.2020.102095,,,7,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300050,32339919,,,,05/12/2020
J,Guney; E; Alniak; I; Erkiran; M,,,,Guney; Erengul; Alniak; Izgi; Erkiran; Murat,,,Predicting factors for non-suicidal self-injury in patients with schizophrenia spectrum disorders and the role of substance use,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Schizophrenia spectrum disorders; Non-suicidal self-injury; Substance use disorder,YOUNG-ADULTS; HARM; RISK; PREVALENCE; SUICIDE; SCALE; ADOLESCENTS; COMMUNITY; VIOLENCE; PANSS,Non-suicidal self-injury (NSSI) has been shown as a characteristic feature in many clinical populations in recent years and schizophrenia is one of the most common psychiatric disorders which is associated with NSSI. In this study; we aimed to investigate predictors of NSSI in patients with schizophrenia spectrum disorders (SSD) and the role of lifetime substance use disorder (SUD). A sample of 165 patients with a diagnosis of SSD who were in remission participated in the study. Lifetime NSSI was assessed using the Inventory of Statements About Self-injury (ISAS). Lifetime SUD were evaluated. Logistic regression analysis was conducted to predict NSSI. SUD was found to be related to NSSI in patients with SSD; and it was associated with an approximately fourfold increase in the risk of NSSI. The rates of lifetime SUD in our sample and in the NSSI ( + ) group were 38.2 % and 55.6 %; respectively. The most commonly abused substances among patients with NSSI were cannabis and synthetic cannabinoids. The prevalence of NSSI was 43.6 % in our sample. 'Self-cutting' was the most common type and 'affect regulation' was the most common function of NSSI. One of the most significant risk factors for NSSI was a previous history of suicide attempts. SUD appears to be a significant predictor of NSSI in patients with SSD. Further investigation of treatable risk factors such as SUD which are related to NSSI is needed. It is also essential to screen SSD patients for NSSI due to the probable relation to high risk of suicide.,[Guney; Erengul; Alniak; Izgi; Erkiran; Murat] Bakirkoy Prof Mazhar Osman Training & Res Hosp Ps; TR-34280 Istanbul; Turkey,Guney; E (corresponding author); 13 Camlik Ave;APT 5; TR-08000 Artvin; Turkey.,erenguney@outlook.com,alniak; izgi/AAL-2263-2020,,,,,59,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102068,10.1016/j.ajp.2020.102068,,,6,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300028,32371364,,,,05/12/2020
J,Huang; CB; Shi; WJ; Wang; CJ; Chen; XF; Sun; TP,,,,Huang; Cheng-bing; Shi; Wen-jie; Wang; Cong-jie; Chen; Xue-Fei; Sun; Tai-peng,,,Association of adenylate cyclase-2 gene polymorphism with bipolar disorder,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Bipolar disorder; Case-control study; Genetics polymorphism; ADCY-2,,The pathogenesis of the Bipolar Disorder(BPD) is still unclear. Some studies suggest that abnormal signal transduction in specific pathways may play an important role in the pathogenesis of BPD (Sui et al.; 2015). Adenylate cyclase (ADCY) is an essential component of the adenylate signaling pathway. Previous studies have shown that some SNPs within the adenylate cyclase gene could affect the therapeutic response to mood stabilizers and antidepressants. Moreover; in 2014; one whole-genome study suggested that the ADCY-2 gene may be associated with BPD (Muhleisen et al.; 2014). This study aims to investigate the association between ADCY-2 gene polymorphism and BPD in Chinese Han population.,[Huang; Cheng-bing; Shi; Wen-jie; Wang; Cong-jie; Chen; Xue-Fei; Sun; Tai-peng] Huaian 3 Peoples Hosp; Dept Psychiat; Huaian City 223001; Jiangsu; Peoples R China,Sun; TP (corresponding author); Huaian 3 Peoples Hosp; Dept Psychiat; Huaian City 223001; Jiangsu; Peoples R China.,hicnow@sina.com,,,Huai'an Science and Technology Development Plan [HAS2015034],Huai'an Science and Technology Development Plan (social development); China. Grant id: HAS2015034.,,10,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102150,10.1016/j.ajp.2020.102150,,,3,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300058,32447269,,,,05/12/2020
J,Huang; Y,,,,Huang; Y.,,,Expression of concern: Chinese mental health burden during the COVID-19 pandemic,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,,,,,,,,,,,,1,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102409,10.1016/j.ajp.2020.102409,,,1,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300019,32928691,Green Published,,,05/12/2020
J,Huang; YN; Wu; RB; Wu; JK; Yang; QW; Zheng; SK; Wu; KS,,,,Huang; Yuanni; Wu; Ruibin; Wu; Junkai; Yang; Qingwen; Zheng; Shukai; Wu; Kusheng,,,Psychological resilience; self-acceptance; perceived social support and their associations with mental health of incarcerated offenders in China,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Mental health; Psychological resilience; Self-acceptance; Perceived social support; Mediating effect,SCALE CD-RISC; PSYCHOMETRIC PROPERTIES; MULTIDIMENSIONAL SCALE; PREVALENCE; DEPRESSION; PRISONERS; STUDENTS; PEOPLE; GENDER,Objectives: We aimed to analyze the mental health status of incarcerated offenders in the detention centers and related factors; and introduce psychological resilience; self-acceptance and perceived social support for further analyses; to explore the relationships between them and mental health in these special populations. Methods: Incarcerated offenders in two detention centers of Guangdong province were recruited. General demographic questionnaire; Self-acceptance Questionnaire (SAQ); Perceived Social Support Scale (PSSS); Connor and Davidson Resilience Scale (CD-RISC) and General Health Questionnaire (GHQ-20) were addressed to the participants for investigation. Pearson correlation analysis; multiple linear regression and Structural Equation Modeling (SEM) were used to identify the associations and related factors. Results: Scores for GHQ-20; CD-RISC; SAQ and PSSS were 7.72 +/- 4.49; 57.85 +/- 17.30; 40.94 +/- 5.40 and 42.99 +/- 9.90; respectively. Some socio-demographic factors influenced significantly to the mental health status. After adjusting for socio-demographic factors; the scores of self-acceptance (B = -0.23; P < 0.001); perceived social support (B = -0.10; P < 0.001) and psychological resilience (B = -0.06; P < 0.001) were negatively associated with scores of mental health. Further SEM analyses suggested self-acceptance and resilience had not only mediating effects respectively; but also multiple mediating effects between perceived social support and mental health (r = -0.11; P < 0.01; r = -0.12; P < 0.01; r = -0.04; P < 0.01). Conclusion: The levels of mental health; psychological resilience; self-acceptance and perceived social support among incarcerated offenders are generally low; and influenced by socio-demographic factors. In addition; self-acceptance; perceived social support and resilience are protective factors for mental health status of offenders; and self-acceptance and resilience mediate the association between perceived social support and mental health.,[Huang; Yuanni; Zheng; Shukai; Wu; Kusheng] Shantou Univ; Dept Prevent Med; Med Coll; 22 Xinling Rd; Shantou 515041; Guangdong; Peoples R China; [Huang; Yuanni] Shenzhen Pingshan Hosp Tradit Chinese Med; Shenzhen Pingle Orthoped Hosp; Shenzhen 518122; Guangdong; Peoples R China; [Wu; Ruibin] Chaozhou Peoples Hosp; Chaozhou 521000; Guangdong; Peoples R China; [Wu; Junkai] Chaozhou Detent Ctr; Chaozhou 521011; Guangdong; Peoples R China; [Yang; Qingwen] Xingning Detent Ctr; Xingning 514526; Guangdong; Peoples R China,Wu; KS (corresponding author); Shantou Univ; Dept Prevent Med; Med Coll; 22 Xinling Rd; Shantou 515041; Guangdong; Peoples R China.,kswu@stu.edu.cn,,Wu; Kusheng/0000-0001-5163-2524,Natural Science Foundation of Guangdong ProvinceNational Natural Science Foundation of Guangdong Province [2019A1515010891],This work was financially supported by the Natural Science Foundation of Guangdong Province (No.: 2019A1515010891).,,39,1,1,5,5,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102166,10.1016/j.ajp.2020.102166,,,7,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300026,32447270,,,,05/12/2020
J,Jain; S; Dhawan; A; Kumaran; SS; Deep; R; Jain; R,,,,Jain; Shobhit; Dhawan; Anju; Kumaran; S. Senthil; Deep; Raman; Jain; Raka,,,BOLD activation during cue induced craving in adolescent inhalant users,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,adolescents; cue reactivity; craving; inhalants; fMRI,COCAINE-SEEKING BEHAVIOR; REGIONAL BRAIN ACTIVITY; SUBSTANCE USE DISORDERS; DECISION-MAKING; NEURAL RESPONSE; DORSAL STRIATUM; DRUG-ADDICTION; SMOKING CUES; ABSTINENCE; REACTIVITY,Inhalants are legally available substances; most of them inexpensive; which are often abused by adolescents. Craving causes their continued use and repeated relapses. There is a need to understand the cue-induced craving and the associated neural mechanisms. In absence of any such prior study; the present study compared the hemodynamic changes in brain associated with craving effect in adolescent inhalant users and healthy controls using blood oxygen level dependent (BOLD) mechanism. This was an observational case control study with twelve adolescents; aged 12-18 years; with current use of inhalants as their primary drug; and twelve healthy; age and gender-matched adolescents; with no lifetime use of inhalants. Clinical assessments included Teen Addiction Severity Index and Visual Analogue Scale for craving. Participants abstained from all substances during 48 h prior to fMRI; confirmed by urinalysis. A validated visual cue block paradigm with neutral and craving cues was presented during the BOLD assessments in a 3 T MR system. The inhalant users exhibited BOLD activation in inferior frontal gyrus; inferior parietal lobule; superior occipital gyrus; cingulate gyrus; lentiform nucleus; thalamus; and culmen as compared to control group. The control group exhibited activation of insula as compared to cases. The results may be attributed to visuo-spatial attention; visual perception; working memory; and motivation associated with visual cue reactivity. This preliminary study provides important findings pertaining to activation patterns in response to cue-induced craving among adolescent inhalant users.,[Jain; Shobhit] Heritage Inst Med Sci HIMS; Dept Psychiat; Varanasi; Uttar Pradesh; India; [Dhawan; Anju] All India Inst Med Sci AIIMS; Dept Psychiat; Natl Drug Dependence Treatment Ctr NDDTC; New Delhi 110029; India; [Kumaran; S. Senthil] All India Inst Med Sci AIIMS; Dept NMR & MRI Facil; New Delhi; India; [Deep; Raman] All India Inst Med Sci AIIMS; Dept Psychiat; New Delhi; India; [Jain; Raka] All India Inst Med Sci AIIMS; Natl Drug Dependence Treatment Ctr NDDTC; New Delhi; India,Kumaran; SS (corresponding author); All India Inst Med Sci AIIMS; Dept NMR & MRI Facil; New Delhi; India.,dr.shobhitjain@yahoo.in; dranjudhawan@gmail.com; senthilssk@yahoo.com; drramandeep@gmail.com; rakajain2009@gmail.com,,Kumaran; S Senthil/0000-0002-4275-0139,SPYM; New Delhi; India; Salam Balak Trust; New Delhi; India; Muskan Foundation; New Delhi; India,We acknowledge support of the study participants and their family/caregivers seeking treatment at the NDDTC; AIIMS who participated in the study. We also acknowledge the support from non-government organizations (SPYM; New Delhi; India; Salam Balak Trust; New Delhi; India; and Muskan Foundation; New Delhi; India) during the validation of study paradigm and sample recruitment phase.; Findings from the paper have been presented as an oral presentation at the 19th ISAM Annual Conference on Addiction Medicine 2017; Abu Dhabi; UAE; and was awarded best paper. Part of the results was presented in 27th Annual Meeting & Exhibition International Society for Magnetic Resonance in Medicine (ISMRM) 2019; in Montreal; Canada.,,79,0,0,1,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102097,10.1016/j.ajp.2020.102097,,,8,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300005,32454423,,,,05/12/2020
J,Jain; S; Swami; M,,,,Jain; Shreyance; Swami; Mukesh,,,Intranasal abuse of buprenorphine: A case report from India,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,,,,[Jain; Shreyance] Govt Rajasthan; Psychiat; Jodhpur; Rajasthan; India; [Swami; Mukesh] All India Inst Med Sci; Dept Psychiat; Jodhpur; Rajasthan; India,Jain; S (corresponding author); Jalte Deep Mkt; Adv; Jodhpur 342001; Rajasthan; India.,jainshreyance@gmail.com,,,,,,12,0,0,0,0,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,AUG,2020,52,,,,,,,,102075,10.1016/j.ajp.2020.102075,,,2,Psychiatry,Psychiatry,NU4ZK,WOS:000573651300022,32294610,,,,05/12/2020
